learner_id,exercise_id,exercise_type,difficulty,score,timestamp
47,349,speaking,medium,91.87697535642273,1695788084
150,322,writing,easy,79.03570262496943,1694861011
63,129,listening,hard,26.623860324527136,1693642506
53,221,writing,easy,77.42622021575494,1693725293
111,219,reading,easy,94.70505159212959,1694054237
64,146,speaking,easy,100.0,1696516674
136,394,writing,easy,65.96725663542846,1694558356
33,101,reading,hard,26.12685665975115,1693853282
85,151,speaking,medium,61.79263801687355,1693949678
95,149,listening,easy,75.30713410040322,1693842629
4,332,speaking,hard,67.95436944285575,1694630166
147,209,writing,easy,75.55916326477966,1695090757
71,304,listening,medium,34.76385823298375,1696140633
121,360,listening,hard,36.2648963779009,1694190770
30,364,speaking,hard,62.427589919365616,1695813993
160,222,listening,easy,97.21699782830319,1696171740
197,214,writing,easy,47.899125235858484,1696302210
21,400,reading,medium,86.752506798408,1694061866
48,200,reading,medium,68.59709259258236,1694483734
191,245,speaking,hard,14.765984513511981,1695458427
29,128,speaking,hard,100.0,1696151855
11,231,listening,easy,87.41859719246779,1695380094
52,245,speaking,hard,91.834663799524,1695832619
171,316,writing,medium,33.60895809410451,1694265219
70,144,writing,hard,33.46767658566556,1695119889
81,259,listening,easy,94.4064172386102,1694019783
99,308,speaking,medium,57.86020714246912,1696224967
131,294,writing,medium,16.82199411656978,1696005490
141,207,speaking,hard,65.63421724419429,1696451108
59,119,speaking,easy,85.55596466997537,1695251932
54,158,reading,medium,83.62439154323067,1695006258
68,325,listening,easy,100.0,1693839956
59,226,listening,easy,60.73053813360008,1693769981
84,273,speaking,easy,58.18688006811725,1694820710
102,154,writing,easy,89.63802006350386,1694339333
172,238,reading,easy,72.66307895704858,1693664278
80,396,listening,medium,92.82745944805745,1694514243
83,317,reading,medium,66.17965998777517,1696393164
170,240,writing,easy,96.31586046319043,1695863834
200,270,reading,hard,70.21729004866033,1694407639
179,239,writing,medium,20.57745590805195,1694893736
138,175,listening,easy,88.94512777704853,1694473520
78,107,reading,easy,100.0,1694925215
23,157,listening,easy,99.89780280670807,1694543584
169,162,listening,medium,85.2166215823871,1694010102
28,196,writing,hard,87.05886131660687,1696343074
141,192,speaking,medium,52.156031692791494,1694670439
105,261,speaking,medium,62.29552957865735,1696312447
39,123,reading,easy,89.35008064035327,1694760949
140,309,writing,medium,70.57081612884478,1695858770
1,364,speaking,hard,59.21148509966406,1693706189
121,229,listening,hard,53.93784624626504,1694731665
132,317,reading,medium,100.0,1694249391
41,138,speaking,easy,88.39656310926661,1694693182
122,209,writing,easy,100.0,1695777272
21,129,listening,hard,77.14927968755951,1695344160
35,302,speaking,easy,95.36385648039975,1694006281
130,164,speaking,hard,47.89050999658482,1694909448
49,233,reading,easy,93.91001413076197,1694260050
99,386,speaking,easy,50.598914399775104,1693931549
62,330,reading,medium,57.29640673270157,1694075589
83,362,reading,medium,63.33307514025665,1694825425
158,237,listening,easy,59.004033752292344,1694119455
56,380,reading,hard,46.89478027627413,1694775214
130,245,speaking,hard,11.969007552995166,1694893350
31,262,listening,medium,64.95691608646484,1694981663
112,335,writing,easy,87.45536744097987,1696118725
140,114,speaking,easy,100.0,1694635183
128,291,listening,easy,97.81831777719262,1694487163
153,306,writing,medium,85.44206220294019,1696328157
49,112,speaking,hard,53.7610594015299,1694812514
14,180,listening,easy,100.0,1694865605
126,150,speaking,easy,96.71732165915212,1695420070
134,136,reading,medium,54.43677000166732,1695009283
175,278,reading,medium,100.0,1694711085
115,371,writing,medium,73.50589735961067,1695544555
173,361,speaking,medium,49.58489416488606,1694044730
121,154,writing,easy,100.0,1693659210
179,165,writing,medium,67.10008106538054,1694032120
89,262,listening,medium,43.95998604392429,1693843916
195,290,writing,hard,58.96716388141523,1695974249
155,255,writing,hard,40.74190841909078,1694167326
150,103,listening,easy,100.0,1693692799
96,280,listening,easy,100.0,1695172601
81,237,listening,easy,69.1804443782677,1694386976
73,111,listening,easy,92.61248892757807,1694133403
100,314,writing,easy,58.88226411837614,1695308060
34,243,writing,hard,62.38274411433703,1695694208
94,398,writing,medium,55.89948205850841,1694004511
122,253,speaking,medium,100.0,1695962728
68,324,reading,easy,67.7468476292184,1693973096
105,191,writing,hard,46.61512224368459,1693760848
92,248,reading,hard,26.693981265704025,1695301358
54,287,reading,easy,100.0,1694631106
102,139,writing,medium,47.92692742902677,1694122910
151,215,listening,hard,77.80909974412555,1695710797
54,199,listening,easy,100.0,1694853282
188,147,writing,medium,53.29002106012528,1695686507
147,107,reading,easy,100.0,1693654892
45,297,writing,hard,87.80139538640071,1694199428
14,379,reading,easy,85.73088573122544,1694345490
193,348,writing,easy,100.0,1694576613
147,391,speaking,hard,37.217014896087704,1695564168
116,262,listening,medium,53.40881607963186,1693803796
4,189,speaking,easy,88.74663581677488,1693916988
75,313,speaking,easy,81.35453163827495,1695746908
73,105,writing,easy,50.05574101002583,1693846697
197,162,listening,medium,43.59780732749225,1693934688
168,144,writing,hard,39.03394590252041,1693913932
118,335,writing,easy,91.01280422281737,1696384618
61,366,listening,easy,57.61495145413946,1696283590
27,190,speaking,easy,82.83810750751164,1695803809
5,305,writing,medium,81.72286360595359,1694269761
130,209,writing,easy,49.1830374403449,1693866457
181,379,reading,easy,100.0,1696089294
55,109,reading,medium,83.68779433177896,1696324436
126,301,writing,medium,43.84443510919164,1693860802
38,131,writing,hard,48.78356891620572,1696156906
63,233,reading,easy,95.71040201875334,1693660368
132,229,listening,hard,71.26674977894257,1693606352
70,191,writing,hard,43.22657455538002,1694891587
42,129,listening,hard,45.06929011424296,1693978352
78,172,reading,medium,69.64108436650552,1696450141
100,388,listening,medium,67.73829131199211,1695776035
104,358,reading,hard,67.07534644626283,1694564080
102,132,reading,hard,53.83493059897664,1694814950
141,175,listening,easy,96.96132882186369,1695567301
24,129,listening,hard,45.64578823467234,1694434113
9,126,listening,easy,66.16793160931488,1696376642
120,193,speaking,easy,100.0,1695389314
140,386,speaking,easy,91.07047105136454,1695670875
186,226,listening,easy,78.24927574659777,1695707942
6,392,writing,easy,93.80930725091615,1693846151
102,345,listening,easy,75.15658906191393,1694994539
140,299,writing,medium,72.72691973040291,1695325391
1,156,reading,easy,88.30667970196474,1695003112
188,377,writing,easy,68.22920711329238,1695808554
197,260,speaking,easy,72.71921591849045,1695424934
162,122,writing,medium,77.93691608436106,1694026482
54,218,reading,easy,100.0,1693637366
69,352,writing,hard,0.0,1695414506
66,296,reading,medium,94.00992564951666,1695799160
178,156,reading,easy,100.0,1694399935
22,114,speaking,easy,65.63202763302084,1695228487
13,289,reading,easy,100.0,1694575107
149,299,writing,medium,69.32917145337755,1695264857
56,226,listening,easy,75.78333242724368,1695640127
175,373,reading,easy,99.32235962880542,1695642540
29,185,listening,hard,73.02990837407907,1694486959
47,137,speaking,easy,67.66424975430846,1695858415
47,178,reading,medium,89.56362389000165,1695870540
12,134,listening,easy,78.20812783169431,1694153949
184,108,listening,medium,84.89456922196798,1694729820
107,362,reading,medium,84.48378491534997,1695324963
91,109,reading,medium,77.24748829817388,1695344981
122,199,listening,easy,96.4988888167126,1696307073
180,294,writing,medium,72.8557329577695,1694323093
142,327,speaking,hard,60.52802730392733,1694991769
196,362,reading,medium,77.24126548288233,1695184501
46,176,writing,hard,21.60256757913436,1696510992
92,186,listening,hard,63.78034382843691,1696348776
81,290,writing,hard,44.37117444590891,1694717585
105,159,listening,easy,86.9241377225464,1695491916
40,399,writing,easy,83.27589933534044,1695640555
105,321,reading,medium,98.73048917510583,1693813724
14,248,reading,hard,48.83841212405589,1694688143
83,280,listening,easy,86.90906705540978,1695597875
196,292,listening,hard,42.44182188100848,1695214897
16,329,listening,easy,71.31662176973379,1694123746
170,277,listening,hard,40.40005640063676,1694484604
36,103,listening,easy,86.0182482244406,1694148761
183,279,speaking,medium,63.86402696043565,1693561448
61,354,writing,easy,100.0,1694958282
45,385,writing,easy,86.1868341060857,1695184346
134,350,reading,medium,54.197810498900246,1694564213
166,124,speaking,hard,46.851409005770904,1694696515
36,381,writing,hard,45.41706402521169,1696061934
117,280,listening,easy,95.03046406979594,1694527691
14,142,speaking,easy,65.41643916908981,1695295989
74,219,reading,easy,98.81347140567883,1694728350
76,279,speaking,medium,56.68106662339946,1696402412
92,395,listening,easy,70.02312117102946,1695500463
80,263,writing,easy,100.0,1695470980
10,198,listening,medium,70.80785434404198,1696133097
77,135,speaking,medium,22.016645182512647,1695396327
36,295,speaking,medium,78.76988254629406,1694513964
133,212,speaking,hard,74.87365103499067,1696063971
22,161,speaking,medium,80.92401593939998,1695062897
152,103,listening,easy,74.29614587570033,1694998589
60,202,reading,hard,100.0,1695182856
95,337,listening,medium,76.15762961028325,1694566201
192,119,speaking,easy,64.85827987956432,1695114046
4,367,writing,easy,52.27386113812345,1696031587
8,333,reading,medium,69.20517752701305,1694680873
111,106,speaking,medium,43.91706740585843,1694243603
152,263,writing,easy,92.11841439233021,1696312300
38,197,reading,medium,90.85436374265893,1694033590
129,166,writing,medium,51.916242590719435,1695363385
39,392,writing,easy,74.88159970697362,1695104943
61,302,speaking,easy,64.9592131716483,1694525140
164,217,reading,easy,98.93238054541983,1696180586
185,227,reading,easy,78.75817241636332,1694890632
3,377,writing,easy,100.0,1694322937
11,132,reading,hard,65.7725606005662,1694118711
11,185,listening,hard,50.70530413317152,1696062503
7,161,speaking,medium,77.3583836695011,1694730793
148,245,speaking,hard,29.90400578318119,1694693867
70,216,listening,easy,86.6704206437125,1694587843
6,381,writing,hard,44.84353985844355,1694618469
2,320,speaking,hard,66.19940885669973,1695693421
15,356,reading,hard,98.67407990119123,1695051047
192,346,reading,medium,84.94728113854492,1695618472
61,392,writing,easy,35.71295244983742,1694782201
109,366,listening,easy,51.462924102025966,1694860384
88,260,speaking,easy,78.22792681558053,1696174980
190,333,reading,medium,68.23152764077231,1695326189
115,305,writing,medium,100.0,1694484487
184,396,listening,medium,61.10074996077685,1693820184
13,356,reading,hard,35.65237120819958,1694369992
142,399,writing,easy,87.4114138790344,1696413116
111,304,listening,medium,59.77761912492498,1695015800
110,322,writing,easy,79.67045306919864,1695282635
91,312,listening,easy,93.64504089054809,1695681262
159,108,listening,medium,78.39359358564015,1693957159
60,263,writing,easy,98.73516263666001,1694129448
117,336,listening,hard,73.01508156168944,1695973505
180,163,writing,easy,65.95690343524024,1695146958
164,316,writing,medium,65.918294469036,1693665102
151,298,reading,easy,100.0,1694036861
169,212,speaking,hard,74.21402799705564,1694326034
46,175,listening,easy,75.21879368941278,1695804609
198,324,reading,easy,72.86843079342023,1694920120
85,118,reading,hard,100.0,1694385659
84,296,reading,medium,57.972178047511385,1694988641
72,134,listening,easy,71.73282490322696,1694133015
30,273,speaking,easy,80.97399891626932,1693921359
63,284,listening,hard,37.47147828334383,1694926393
11,268,reading,medium,85.43366060748465,1695632035
83,317,reading,medium,73.52563204336582,1693649476
190,124,speaking,hard,10.656200700445744,1695960575
30,191,writing,hard,73.71563062422378,1694964889
67,208,listening,easy,97.63927511154431,1695356427
115,232,listening,easy,67.77043606633094,1695595070
197,389,listening,medium,85.370651131094,1693982299
71,152,reading,hard,85.31628339864083,1695195272
21,226,listening,easy,65.64353782887365,1696170276
34,384,writing,hard,54.11250004156442,1694699905
123,317,reading,medium,93.07719149741065,1695983026
17,398,writing,medium,66.76376464093393,1695383549
99,229,listening,hard,64.07712603700654,1694309520
109,115,listening,medium,65.9741793948186,1695851675
182,164,speaking,hard,53.521734545881756,1696022897
166,255,writing,hard,33.00272167605547,1693719619
26,116,speaking,easy,68.53600200647463,1694881343
98,376,writing,hard,64.15889253655045,1694917613
67,365,speaking,easy,90.14241743911121,1695722585
173,210,listening,medium,51.40725843006652,1693642089
80,114,speaking,easy,75.26509715399399,1696364761
52,213,listening,easy,57.965331426969,1694590483
178,313,speaking,easy,28.89115640248611,1693527735
108,208,listening,easy,91.77415932292331,1696483682
195,236,writing,medium,61.00156747203873,1694815007
91,148,speaking,hard,33.3846660694621,1695923228
92,307,speaking,medium,89.24922761721963,1694433243
182,346,reading,medium,87.19728424619723,1694824352
26,183,reading,hard,50.345917450835515,1694884649
9,142,speaking,easy,49.755792640187124,1695354911
55,160,listening,medium,75.83592616303291,1695603684
71,138,speaking,easy,100.0,1695473834
31,343,reading,medium,64.83248562952804,1694987816
164,344,listening,medium,69.93807529941573,1694756861
131,298,reading,easy,100.0,1695192750
84,341,reading,medium,92.40605471509306,1694088037
120,324,reading,easy,100.0,1695564113
44,305,writing,medium,58.1098124339497,1693850710
67,385,writing,easy,69.36416541056099,1694347192
110,179,listening,medium,77.07981102748815,1693602992
199,181,speaking,easy,66.76185517551247,1694904554
14,117,listening,hard,52.32395476823318,1694957087
20,186,listening,hard,49.45521281968435,1695826377
14,343,reading,medium,74.68458113765672,1696124464
27,209,writing,easy,84.71312133773858,1694435234
69,102,speaking,hard,69.87235781533664,1694241774
54,312,listening,easy,56.603612752786916,1694989440
11,103,listening,easy,88.22948155347365,1694982889
130,379,reading,easy,100.0,1693551232
127,180,listening,easy,50.80074726301178,1694384625
12,147,writing,medium,56.725879541763874,1694414682
37,188,writing,medium,53.366434407505565,1694452011
178,240,writing,easy,80.14643197469206,1696317661
113,178,reading,medium,55.08673136560227,1694513534
7,374,speaking,easy,54.24620838426374,1694655862
158,111,listening,easy,64.00832105056068,1695470145
153,184,speaking,medium,72.89005950782351,1694823614
198,351,reading,easy,60.58119586688299,1695174914
130,181,speaking,easy,70.90160488040993,1696479844
31,226,listening,easy,84.42192168031941,1695727463
199,142,speaking,easy,65.28165659213624,1696453128
42,246,speaking,hard,63.438731275731556,1694208433
192,185,listening,hard,56.07822571077564,1694659192
54,142,speaking,easy,98.01659384694221,1694253427
86,280,listening,easy,80.75937110970955,1695388306
109,126,listening,easy,100.0,1694187567
152,122,writing,medium,63.66155451629429,1695150054
159,285,writing,easy,80.20209535062423,1694360602
138,249,speaking,medium,48.80985445195917,1696422443
118,101,reading,hard,62.26308657084413,1694253463
86,109,reading,medium,96.97963995506171,1695021982
179,139,writing,medium,39.697070284780075,1693573632
106,302,speaking,easy,52.0845616846435,1695272190
48,400,reading,medium,69.38751733322306,1693975748
129,258,listening,medium,76.03824421126208,1695192972
119,128,speaking,hard,33.29018714091303,1696423166
86,329,listening,easy,82.95510515257344,1693597495
119,265,writing,easy,69.09479079593704,1696179672
69,311,writing,hard,21.724795836766965,1695178636
124,351,reading,easy,82.51539287787132,1696128102
16,107,reading,easy,72.73089914432745,1695483343
181,354,writing,easy,91.0877712505445,1696267141
57,312,listening,easy,100.0,1695055467
156,174,reading,hard,25.785322011365608,1695001105
183,332,speaking,hard,51.271708252339465,1695097012
197,166,writing,medium,50.71869243592801,1696070552
72,248,reading,hard,69.91914532600097,1695019022
152,128,speaking,hard,54.51527084098194,1694154807
39,221,writing,easy,85.55422529039089,1695379005
156,173,writing,medium,64.6497694412467,1695492467
52,179,listening,medium,9.68022171357713,1694287123
172,170,writing,easy,55.00119643379297,1694360415
153,287,reading,easy,50.64259542532352,1694798415
102,306,writing,medium,66.48555845279135,1694067030
91,217,reading,easy,77.95469910712366,1693990841
122,179,listening,medium,61.65511936460697,1693536944
128,128,speaking,hard,40.39538416894701,1695724201
161,367,writing,easy,26.44428220773331,1693616956
186,340,listening,hard,38.98295410778579,1693697218
30,380,reading,hard,74.34809437451901,1694051951
180,206,speaking,medium,58.700928224818014,1695866759
77,211,writing,easy,82.14978082258997,1694340603
192,395,listening,easy,99.52431923251686,1694674383
79,171,speaking,easy,71.65089431682206,1695296835
185,362,reading,medium,73.54967190132032,1693967552
38,186,listening,hard,75.3960656703476,1693609496
2,172,reading,medium,36.857370539707006,1696279472
175,260,speaking,easy,48.68237415322314,1693652090
139,109,reading,medium,77.95935781145184,1695852178
103,297,writing,hard,55.553098641878265,1695973898
105,246,speaking,hard,52.83136806810269,1695624947
35,197,reading,medium,84.78929810566878,1693732115
185,360,listening,hard,51.06837836727284,1695845107
27,359,reading,easy,66.86801568399606,1694627818
53,374,speaking,easy,76.08204374560725,1694110670
13,113,listening,easy,100.0,1693838652
101,361,speaking,medium,27.98883066295206,1695288518
187,236,writing,medium,32.90741846556794,1695766142
85,236,writing,medium,59.60252407308427,1696195536
144,123,reading,easy,100.0,1694096851
8,215,listening,hard,86.40648995011816,1693593246
122,390,writing,medium,31.37676287590463,1696506263
32,184,speaking,medium,17.08291992333994,1694063214
172,240,writing,easy,100.0,1696172972
133,207,speaking,hard,25.48304584760899,1696217011
158,148,speaking,hard,44.855054313148145,1693539639
200,140,listening,easy,56.38072936023846,1696118176
42,107,reading,easy,88.85002302184643,1695790837
2,214,writing,easy,65.31159472628097,1696060658
37,141,reading,hard,85.87868582327495,1695432003
133,296,reading,medium,47.184209760432964,1694911764
153,389,listening,medium,74.9272845783097,1695335101
12,354,writing,easy,91.80515745980793,1695610794
132,237,listening,easy,64.24073461976005,1694180473
7,392,writing,easy,70.65539266607979,1694641683
83,300,speaking,easy,76.38791020503464,1694044750
45,397,speaking,hard,40.48694934071313,1693779855
164,273,speaking,easy,50.74607540452146,1694908136
115,114,speaking,easy,63.36698907301583,1695640245
112,396,listening,medium,74.7027008779707,1696321001
85,194,writing,medium,38.61239107810701,1695831799
76,233,reading,easy,74.3670442596709,1693676644
90,355,listening,hard,26.54251690320592,1693724660
41,210,listening,medium,58.3718907296265,1695461759
91,173,writing,medium,65.0667463125597,1695873316
127,122,writing,medium,47.11873216662701,1696448171
178,370,listening,hard,74.72521015409465,1694652885
50,332,speaking,hard,59.31350215793583,1694289645
146,358,reading,hard,42.45841753162965,1694009979
143,281,speaking,medium,64.53341659446654,1696184116
10,158,reading,medium,81.35437237367736,1693971362
158,300,speaking,easy,95.96570444257924,1695131561
141,261,speaking,medium,65.93354104004719,1695610995
30,159,listening,easy,95.35608416559374,1693965782
46,156,reading,easy,85.18377391629456,1695640323
51,321,reading,medium,86.66161574290535,1693539379
174,211,writing,easy,63.73199415280571,1693839572
62,291,listening,easy,100.0,1694865073
44,158,reading,medium,84.14179815540521,1696465632
168,107,reading,easy,84.45637261070208,1694250016
58,172,reading,medium,94.9745597318068,1694307165
124,139,writing,medium,54.87574229025388,1694421525
131,391,speaking,hard,54.38170795350639,1693961997
171,332,speaking,hard,32.36665467009701,1694420393
23,144,writing,hard,66.53643560344685,1694291210
153,308,speaking,medium,45.391269200759204,1694236329
200,103,listening,easy,95.78757316723923,1696124303
195,359,reading,easy,62.995534002440294,1695757807
71,315,listening,medium,83.00813457286806,1694597589
94,121,listening,easy,85.57461897329142,1696230581
44,383,listening,medium,61.791584956325636,1694780508
12,250,reading,medium,72.45707130599988,1694788087
153,323,listening,easy,88.32945099856812,1695468177
137,392,writing,easy,71.15719704576128,1693856524
151,225,speaking,medium,74.21190533532062,1693698854
97,232,listening,easy,63.83617134596432,1693573167
76,364,speaking,hard,36.47455091408879,1695466997
104,253,speaking,medium,54.53519282398774,1693687710
25,190,speaking,easy,93.89185603889624,1696312133
77,189,speaking,easy,59.44258719403433,1694019835
69,165,writing,medium,49.940012261814005,1694026399
40,348,writing,easy,71.3079081102621,1693995384
52,327,speaking,hard,69.43781194412864,1695334473
25,282,reading,easy,95.93696520064607,1696107887
120,325,listening,easy,71.92234709747251,1694883385
86,359,reading,easy,100.0,1696201229
28,195,speaking,medium,99.07111988641665,1693847269
146,343,reading,medium,70.05985366521345,1695739686
13,196,writing,hard,72.06452572522758,1696516906
49,367,writing,easy,81.20540790596927,1693774019
196,278,reading,medium,100.0,1695540723
41,314,writing,easy,63.412670216219624,1695812631
39,392,writing,easy,68.52084894350534,1694014863
37,210,listening,medium,44.75572850834467,1695641100
193,245,speaking,hard,79.58178211827277,1696157068
189,116,speaking,easy,72.18537966605967,1696233697
70,197,reading,medium,61.37901041426357,1696444338
23,133,reading,medium,62.794115688760556,1695419020
140,352,writing,hard,35.00348703560593,1693808606
158,154,writing,easy,69.69268314199763,1694277648
8,169,reading,hard,72.71346939872268,1693660917
179,225,speaking,medium,61.74347780867211,1695919853
139,330,reading,medium,89.03941929206066,1694717466
73,333,reading,medium,46.25513905986937,1694079986
3,196,writing,hard,76.74388108105944,1696005542
164,362,reading,medium,86.18815889070336,1695091716
149,137,speaking,easy,89.14633478333664,1694868596
46,222,listening,easy,88.73821699087463,1696408773
1,162,listening,medium,84.01151376504248,1694813073
30,119,speaking,easy,78.42599071745656,1695544055
20,356,reading,hard,51.068808656351536,1695524582
116,240,writing,easy,61.226794800895036,1695801378
78,193,speaking,easy,79.67611765899412,1694968072
56,368,writing,medium,37.91151811751426,1696066994
167,334,speaking,medium,60.24117669830879,1693762401
56,234,listening,easy,100.0,1695331593
110,155,writing,easy,85.45945541746859,1693681476
124,306,writing,medium,78.55289311133214,1695522776
138,369,listening,easy,50.22906733546634,1694491241
189,179,listening,medium,83.97824652782008,1694061914
133,147,writing,medium,55.053186773977814,1695352374
6,345,listening,easy,100.0,1693874880
197,344,listening,medium,94.42894167513768,1693946845
45,278,reading,medium,66.97400851942464,1696197810
134,289,reading,easy,97.06193402244358,1696293777
95,141,reading,hard,58.94119066186653,1693732426
95,211,writing,easy,51.60487757978835,1694786163
12,362,reading,medium,79.82500846149354,1693979323
140,102,speaking,hard,57.69327975976918,1693631544
72,376,writing,hard,69.83851691400642,1694025168
73,248,reading,hard,62.0645045319633,1693721065
13,348,writing,easy,58.493893935123765,1695726044
150,285,writing,easy,89.80418292011356,1695111198
4,400,reading,medium,49.52633320547633,1695141715
16,253,speaking,medium,57.589451055912974,1693585043
44,160,listening,medium,51.824698832176324,1696075166
142,230,listening,hard,66.61956452171083,1695779327
150,167,speaking,easy,65.18577825608101,1695758203
39,168,writing,easy,100.0,1695594169
190,378,speaking,hard,16.31719019695235,1694031023
92,309,writing,medium,79.58122844953445,1694069864
169,287,reading,easy,69.93065608707212,1695585075
131,395,listening,easy,96.94125324731462,1695194595
128,343,reading,medium,66.30004369381857,1694520649
168,113,listening,easy,83.84337495843886,1694303769
50,380,reading,hard,47.68509903816921,1694967889
90,175,listening,easy,66.93793152375993,1695762523
67,307,speaking,medium,59.926555687747495,1695058769
144,158,reading,medium,78.09109343760984,1695552104
190,327,speaking,hard,50.17659613001163,1694346076
16,329,listening,easy,88.75127758723237,1694091301
162,238,reading,easy,71.4806689687631,1695597050
31,228,speaking,medium,48.60147735751009,1696297575
194,339,writing,easy,79.97758466540564,1695176998
53,255,writing,hard,36.01595302942793,1695890466
138,291,listening,easy,57.03425185871046,1694403142
99,113,listening,easy,94.2199613294572,1694742434
122,379,reading,easy,100.0,1695931666
97,354,writing,easy,85.42896316166443,1696136830
194,366,listening,easy,77.37781258804867,1695432852
194,116,speaking,easy,79.46895063644473,1696021999
101,115,listening,medium,51.29958149348787,1696069159
193,212,speaking,hard,50.07609781599744,1696037243
124,190,speaking,easy,65.34126431607355,1694989634
129,341,reading,medium,93.94453807890898,1694617633
114,266,speaking,easy,99.64051061706994,1694109887
17,154,writing,easy,82.39445930468945,1693939081
194,389,listening,medium,84.67843676702284,1695059363
146,268,reading,medium,76.58023898946536,1695041699
98,150,speaking,easy,88.26521114442804,1693977962
145,116,speaking,easy,86.58097381754537,1694861544
3,394,writing,easy,90.82940682622854,1694385603
62,198,listening,medium,37.17481935158928,1696436663
53,288,writing,medium,100.0,1693992939
88,289,reading,easy,100.0,1696134575
137,178,reading,medium,100.0,1695022501
92,305,writing,medium,63.50484820282129,1695005371
23,382,writing,medium,68.19636001616556,1695386867
94,144,writing,hard,79.68779477336145,1694488703
16,116,speaking,easy,76.0131716380848,1694791559
121,216,listening,easy,100.0,1695918820
7,391,speaking,hard,47.5842249741941,1696070876
56,232,listening,easy,88.37453220426917,1693956921
8,384,writing,hard,72.19123678623906,1695510228
184,349,speaking,medium,62.634810895342625,1695376407
196,158,reading,medium,76.50388569650987,1693864129
164,153,writing,medium,61.32322604685682,1694512394
10,391,speaking,hard,74.8014880590062,1696310726
95,210,listening,medium,56.240650031413864,1694547219
112,396,listening,medium,68.42345307448693,1695080586
57,341,reading,medium,93.18591747719614,1694785110
102,254,writing,medium,67.50494519027382,1694404653
102,303,writing,medium,85.43997075972115,1694638148
55,347,speaking,hard,88.21369909778416,1694986065
89,245,speaking,hard,47.719390503959566,1694504997
110,311,writing,hard,17.657448300635842,1695827286
169,163,writing,easy,89.61615461615729,1695456196
162,227,reading,easy,84.59231863367188,1694214123
142,220,reading,easy,97.69422712380586,1694367818
48,124,speaking,hard,61.7536970737676,1694891989
199,132,reading,hard,56.4621076338708,1694675869
109,297,writing,hard,40.82559560488344,1695628986
60,339,writing,easy,40.70358086444088,1694031933
61,119,speaking,easy,58.70706475105433,1695223319
133,271,reading,hard,69.68497788896573,1696157714
70,130,writing,medium,93.30022812068339,1696514648
82,120,writing,hard,57.478415968030326,1694865374
161,162,listening,medium,64.19998865174458,1695093724
118,133,reading,medium,70.15190935334145,1695007974
76,102,speaking,hard,66.40955708143314,1693750904
129,141,reading,hard,55.284308391323606,1695361084
119,226,listening,easy,85.16131235303213,1694860389
74,157,listening,easy,82.43611548599205,1694110878
122,183,reading,hard,71.15097293724165,1694272104
146,212,speaking,hard,49.27560082987519,1694285139
99,153,writing,medium,35.665691407011636,1693943325
120,175,listening,easy,80.32424044115582,1693804668
10,148,speaking,hard,55.374287721172166,1694498196
161,320,speaking,hard,81.62251914950376,1695343365
99,239,writing,medium,22.735684292815108,1696092311
48,114,speaking,easy,90.36799271095128,1696244023
74,387,reading,easy,54.41964483082101,1694194373
184,137,speaking,easy,87.00529778971509,1696413101
25,161,speaking,medium,59.09589248838324,1695143437
13,274,listening,medium,51.017544035845454,1693805846
129,257,reading,easy,100.0,1695951559
40,331,writing,medium,74.29840587344302,1693913326
151,348,writing,easy,76.76336991472596,1695383473
65,290,writing,hard,17.96845937253563,1694835252
21,349,speaking,medium,72.95932022818971,1695906575
67,110,reading,medium,100.0,1693901930
56,285,writing,easy,99.278316104131,1696126237
126,327,speaking,hard,41.83230334961996,1694841871
158,146,speaking,easy,86.10992232935175,1695699390
167,195,speaking,medium,66.3572799724224,1694591051
127,186,listening,hard,46.29915334129447,1693755453
1,327,speaking,hard,69.47943667850028,1694096244
152,343,reading,medium,79.03588912856763,1694191836
93,133,reading,medium,78.33559810729611,1693733808
36,329,listening,easy,57.261360515906034,1696516617
149,169,reading,hard,54.91476339471372,1693797272
40,350,reading,medium,100.0,1696105033
82,279,speaking,medium,88.39526196173448,1695400766
76,337,listening,medium,70.74161291741909,1696380388
163,194,writing,medium,95.46469927821929,1695694901
96,399,writing,easy,85.4865614904192,1693635494
70,195,speaking,medium,70.0086773988985,1695200172
1,244,writing,easy,89.77999936924243,1693973912
73,346,reading,medium,98.54903639134895,1696501639
112,338,writing,hard,28.09800873819907,1693602083
77,106,speaking,medium,60.660011353140504,1694348389
107,206,speaking,medium,55.03878719088095,1694586523
33,193,speaking,easy,72.24026968769921,1694507224
184,211,writing,easy,53.42781069511494,1696304695
129,191,writing,hard,65.30361250797705,1694269011
137,233,reading,easy,100.0,1695375138
88,375,writing,medium,70.54440948888697,1696244895
10,308,speaking,medium,47.60073021423864,1695259453
129,154,writing,easy,84.72679704358842,1694626217
164,244,writing,easy,100.0,1694662720
21,198,listening,medium,61.65426284123874,1693659598
107,338,writing,hard,89.58830841104866,1695102914
38,255,writing,hard,32.01555942200344,1695779321
59,341,reading,medium,100.0,1694896532
100,379,reading,easy,81.94569270569674,1694995437
199,159,listening,easy,100.0,1694983833
175,159,listening,easy,74.49929409515171,1693861504
81,248,reading,hard,28.472716500420518,1696340858
16,233,reading,easy,66.56867974354486,1694487016
115,350,reading,medium,96.09116297987745,1696355014
119,185,listening,hard,87.12689355752923,1696080108
189,172,reading,medium,36.201639388024375,1695618223
35,272,reading,medium,80.7792345170165,1695741738
54,149,listening,easy,79.63527593787252,1693909838
